Time,Date,Day,Hum,Temp,Temp_feels,WE-mv,AUX-mv,LASER-V,NaN
15:4:15,12/7/2024,FRI,99.90,24.40,25.50,229.03,238.93,0.025,0.01019
15:4:16,12/7/2024,FRI,99.90,24.40,25.50,229.19,238.96,0.025,0.01089
15:4:16,12/7/2024,FRI,99.90,24.40,25.50,229.10,238.87,0.025,0.01058
15:4:16,12/7/2024,FRI,99.90,24.40,25.50,229.15,238.94,0.025,0.01074
15:4:16,12/7/2024,FRI,99.90,24.40,25.50,229.24,239.04,0.025,0.01104
15:4:17,12/7/2024,FRI,99.90,24.40,25.50,229.22,239.11,0.025,0.01089
15:4:17,12/7/2024,FRI,99.90,24.40,25.50,229.24,239.15,0.025,0.01093
15:4:17,12/7/2024,FRI,99.90,24.40,25.50,229.36,239.28,0.026,0.01130
15:4:17,12/7/2024,FRI,99.90,24.40,25.50,229.39,239.27,0.025,0.01146
15:4:18,12/7/2024,FRI,99.90,24.40,25.50,229.39,239.28,0.025,0.01144
15:4:18,12/7/2024,FRI,99.90,24.40,25.50,229.42,239.33,0.025,0.01153
15:4:18,12/7/2024,FRI,99.90,24.40,25.50,229.32,239.43,0.026,0.01099
15:4:18,12/7/2024,FRI,99.90,24.40,25.50,229.34,239.49,0.026,0.01100
15:4:19,12/7/2024,FRI,99.90,24.40,25.50,229.30,239.55,0.025,0.01075
15:4:19,12/7/2024,FRI,99.90,24.40,25.50,229.19,239.52,0.026,0.01030
15:4:19,12/7/2024,FRI,99.90,24.40,25.50,229.29,239.64,0.026,0.01065
15:4:19,12/7/2024,FRI,99.90,24.40,25.50,229.30,239.76,0.025,0.01056
15:4:20,12/7/2024,FRI,99.90,24.40,25.50,229.26,239.70,0.025,0.01045
15:4:20,12/7/2024,FRI,99.90,24.40,25.50,229.20,239.61,0.025,0.01027
15:4:20,12/7/2024,FRI,99.90,24.40,25.50,229.14,239.61,0.025,0.00998
15:4:20,12/7/2024,FRI,99.90,24.40,25.50,229.08,239.51,0.025,0.00984
15:4:21,12/7/2024,FRI,99.90,24.40,25.50,229.09,239.50,0.026,0.00987
15:4:21,12/7/2024,FRI,99.90,24.40,25.50,229.22,239.58,0.026,0.01040
15:4:21,12/7/2024,FRI,99.90,24.40,25.50,229.40,239.57,0.026,0.01119
15:4:21,12/7/2024,FRI,99.90,24.40,25.50,229.35,239.45,0.025,0.01109
15:4:22,12/7/2024,FRI,99.90,24.40,25.50,229.24,239.36,0.026,0.01070
15:4:22,12/7/2024,FRI,99.90,24.40,25.50,229.21,239.29,0.026,0.01063
15:4:22,12/7/2024,FRI,99.90,24.40,25.50,229.15,239.25,0.026,0.01042
15:4:22,12/7/2024,FRI,99.90,24.40,25.50,229.18,239.38,0.026,0.01041
15:4:23,12/7/2024,FRI,99.90,24.40,25.50,229.21,239.31,0.025,0.01060
15:4:23,12/7/2024,FRI,99.90,24.40,25.50,229.28,239.49,0.026,0.01075
15:4:23,12/7/2024,FRI,99.90,24.40,25.50,229.14,239.35,0.026,0.01028
15:4:23,12/7/2024,FRI,99.90,24.40,25.50,228.98,239.25,0.026,0.00967
15:4:24,12/7/2024,FRI,99.90,24.40,25.50,228.85,239.24,0.026,0.00906
15:4:24,12/7/2024,FRI,99.90,24.40,25.50,229.01,239.43,0.026,0.00961
15:4:24,12/7/2024,FRI,99.90,24.40,25.50,229.01,239.43,0.026,0.00958
15:4:24,12/7/2024,FRI,99.90,24.40,25.50,229.01,239.47,0.026,0.00955
15:4:25,12/7/2024,FRI,99.90,24.40,25.50,228.92,239.44,0.026,0.00920
15:4:25,12/7/2024,FRI,99.90,24.40,25.50,228.92,239.33,0.026,0.00931
15:4:25,12/7/2024,FRI,99.90,24.40,25.50,228.92,239.41,0.026,0.00924
15:4:25,12/7/2024,FRI,99.90,24.40,25.50,228.79,239.20,0.026,0.00885
15:4:26,12/7/2024,FRI,99.90,24.40,25.50,228.88,239.26,0.026,0.00919
15:4:26,12/7/2024,FRI,99.90,24.40,25.50,228.87,239.27,0.026,0.00915
15:4:26,12/7/2024,FRI,99.90,24.40,25.50,228.83,239.21,0.026,0.00903
15:4:26,12/7/2024,FRI,99.90,24.40,25.50,228.64,239.13,0.026,0.00826
15:4:27,12/7/2024,FRI,99.90,24.40,25.50,228.54,239.06,0.026,0.00786
15:4:27,12/7/2024,FRI,99.90,24.40,25.50,228.41,239.05,0.026,0.00730
15:4:27,12/7/2024,FRI,99.90,24.40,25.50,228.51,239.14,0.026,0.00767
15:4:27,12/7/2024,FRI,99.90,24.40,25.50,228.42,239.13,0.026,0.00725
15:4:28,12/7/2024,FRI,99.90,24.40,25.50,228.34,239.12,0.026,0.00690
15:4:28,12/7/2024,FRI,99.90,24.40,25.50,228.32,239.11,0.026,0.00683
15:4:28,12/7/2024,FRI,99.90,24.40,25.50,228.29,239.07,0.026,0.00676
15:4:28,12/7/2024,FRI,99.90,24.40,25.50,228.28,239.06,0.026,0.00670
15:4:29,12/7/2024,FRI,99.90,24.40,25.50,228.18,239.03,0.026,0.00629
15:4:29,12/7/2024,FRI,99.90,24.40,25.50,228.23,238.96,0.026,0.00659
15:4:29,12/7/2024,FRI,99.90,24.40,25.50,228.30,239.00,0.026,0.00684
15:4:29,12/7/2024,FRI,99.90,24.40,25.50,228.25,238.89,0.026,0.00674
15:4:30,12/7/2024,FRI,99.90,24.40,25.50,228.24,238.86,0.026,0.00674
15:4:30,12/7/2024,FRI,99.90,24.40,25.50,228.38,238.95,0.026,0.00726
15:4:30,12/7/2024,FRI,99.90,24.40,25.50,228.55,239.01,0.026,0.00796
15:4:30,12/7/2024,FRI,99.90,24.40,25.50,228.65,239.13,0.026,0.00828
15:4:31,12/7/2024,FRI,99.90,24.40,25.50,228.66,239.19,0.026,0.00828
15:4:31,12/7/2024,FRI,99.90,24.40,25.50,228.57,239.09,0.026,0.00799
15:4:31,12/7/2024,FRI,99.90,24.40,25.50,228.80,239.20,0.026,0.00889
15:4:31,12/7/2024,FRI,99.90,24.40,25.50,228.86,239.24,0.026,0.00911
15:4:32,12/7/2024,FRI,99.90,24.40,25.50,228.86,239.27,0.026,0.00910
15:4:32,12/7/2024,FRI,99.90,24.40,25.50,229.00,239.32,0.026,0.00966
15:4:32,12/7/2024,FRI,99.90,24.40,25.50,229.01,239.32,0.026,0.00972
15:4:32,12/7/2024,FRI,99.90,24.40,25.50,228.98,239.40,0.026,0.00947
15:4:33,12/7/2024,FRI,99.90,24.40,25.50,228.84,239.32,0.026,0.00894
15:4:33,12/7/2024,FRI,99.90,24.40,25.50,228.76,239.24,0.026,0.00869
15:4:33,12/7/2024,FRI,99.90,24.40,25.50,228.74,239.25,0.026,0.00858
15:4:33,12/7/2024,FRI,99.90,24.40,25.50,228.78,239.31,0.026,0.00869
15:4:34,12/7/2024,FRI,99.90,24.40,25.50,228.75,239.35,0.026,0.00850
15:4:34,12/7/2024,FRI,99.90,24.40,25.50,228.75,239.36,0.026,0.00849
15:4:34,12/7/2024,FRI,99.90,24.40,25.50,228.80,239.42,0.026,0.00867
15:4:34,12/7/2024,FRI,99.90,24.40,25.50,228.82,239.42,0.026,0.00877
15:4:35,12/7/2024,FRI,99.90,24.40,25.50,228.77,239.37,0.026,0.00860
15:4:35,12/7/2024,FRI,99.90,24.40,25.50,228.73,239.26,0.026,0.00852
15:4:35,12/7/2024,FRI,99.90,24.40,25.50,228.88,239.33,0.026,0.00913
15:4:35,12/7/2024,FRI,99.90,24.50,25.61,228.95,239.36,0.026,0.00940
15:4:36,12/7/2024,FRI,99.90,24.50,25.61,228.99,239.35,0.026,0.00958
15:4:36,12/7/2024,FRI,99.90,24.50,25.61,229.16,239.42,0.026,0.01027
15:4:36,12/7/2024,FRI,99.90,24.50,25.61,229.21,239.46,0.026,0.01045
15:4:36,12/7/2024,FRI,99.90,24.50,25.61,229.24,239.47,0.026,0.01058
15:4:37,12/7/2024,FRI,99.90,24.50,25.61,229.22,239.40,0.026,0.01058
15:4:37,12/7/2024,FRI,99.90,24.50,25.61,229.28,239.38,0.026,0.01089
15:4:37,12/7/2024,FRI,99.90,24.50,25.61,229.30,239.44,0.026,0.01088
15:4:37,12/7/2024,FRI,99.90,24.50,25.61,229.38,239.46,0.026,0.01123
15:4:38,12/7/2024,FRI,99.90,24.50,25.61,229.39,239.45,0.026,0.01130
15:4:38,12/7/2024,FRI,99.90,24.50,25.61,229.20,239.41,0.026,0.01045
15:4:38,12/7/2024,FRI,99.90,24.50,25.61,229.17,239.31,0.026,0.01042
15:4:38,12/7/2024,FRI,99.90,24.50,25.61,229.11,239.42,0.026,0.01004
15:4:39,12/7/2024,FRI,99.90,24.50,25.61,229.02,239.39,0.026,0.00970
15:4:39,12/7/2024,FRI,99.90,24.50,25.61,228.96,239.36,0.026,0.00947
15:4:39,12/7/2024,FRI,99.90,24.50,25.61,229.00,239.38,0.026,0.00962
15:4:39,12/7/2024,FRI,99.90,24.40,25.50,228.93,239.45,0.026,0.00922
15:4:40,12/7/2024,FRI,99.90,24.40,25.50,228.92,239.48,0.026,0.00913
15:4:40,12/7/2024,FRI,99.90,24.40,25.50,228.85,239.46,0.026,0.00884
15:4:40,12/7/2024,FRI,99.90,24.40,25.50,228.62,239.33,0.026,0.00794
15:4:40,12/7/2024,FRI,99.90,24.40,25.50,228.76,239.37,0.026,0.00854
15:4:41,12/7/2024,FRI,99.90,24.40,25.50,228.81,239.54,0.026,0.00860
15:4:41,12/7/2024,FRI,99.90,24.40,25.50,228.84,239.38,0.026,0.00890
15:4:41,12/7/2024,FRI,99.90,24.40,25.50,228.88,239.32,0.026,0.00912
15:4:41,12/7/2024,FRI,99.90,24.50,25.61,228.77,239.24,0.026,0.00871
15:4:42,12/7/2024,FRI,99.90,24.50,25.61,228.68,239.23,0.026,0.00835
15:4:42,12/7/2024,FRI,99.90,24.50,25.61,228.62,239.08,0.026,0.00822
15:4:42,12/7/2024,FRI,99.90,24.50,25.61,228.68,239.04,0.026,0.00851
15:4:42,12/7/2024,FRI,99.90,24.50,25.61,228.73,239.05,0.026,0.00873
15:4:43,12/7/2024,FRI,99.90,24.50,25.61,228.78,239.08,0.026,0.00895
15:4:43,12/7/2024,FRI,99.90,24.50,25.61,228.83,239.20,0.026,0.00903
15:4:43,12/7/2024,FRI,99.90,24.50,25.61,228.83,239.13,0.026,0.00913
15:4:43,12/7/2024,FRI,99.90,24.40,25.50,228.85,239.20,0.026,0.00912
15:4:44,12/7/2024,FRI,99.90,24.40,25.50,228.81,239.27,0.026,0.00885
15:4:44,12/7/2024,FRI,99.90,24.40,25.50,228.87,239.44,0.026,0.00895
15:4:44,12/7/2024,FRI,99.90,24.40,25.50,228.93,239.47,0.026,0.00920
15:4:44,12/7/2024,FRI,99.90,24.40,25.50,229.05,239.65,0.026,0.00957
15:4:45,12/7/2024,FRI,99.90,24.40,25.50,229.01,239.69,0.026,0.00932
15:4:45,12/7/2024,FRI,99.90,24.40,25.50,228.92,239.60,0.026,0.00903
15:4:45,12/7/2024,FRI,99.90,24.40,25.50,228.84,239.56,0.026,0.00871
15:4:45,12/7/2024,FRI,99.90,24.50,25.61,228.62,239.34,0.026,0.00795
15:4:46,12/7/2024,FRI,99.90,24.50,25.61,228.63,239.40,0.026,0.00790
15:4:46,12/7/2024,FRI,99.90,24.50,25.61,228.49,239.32,0.026,0.00739
15:4:46,12/7/2024,FRI,99.90,24.50,25.61,228.36,239.23,0.026,0.00690
15:4:46,12/7/2024,FRI,99.90,24.50,25.61,228.38,239.11,0.026,0.00710
15:4:47,12/7/2024,FRI,99.90,24.50,25.61,228.42,239.18,0.026,0.00720
15:4:47,12/7/2024,FRI,99.90,24.50,25.61,228.37,239.17,0.026,0.00701
15:4:47,12/7/2024,FRI,99.90,24.50,25.61,228.38,239.17,0.026,0.00707
15:4:47,12/7/2024,FRI,99.90,24.50,25.61,228.42,239.12,0.026,0.00729
15:4:48,12/7/2024,FRI,99.90,24.50,25.61,228.43,239.18,0.026,0.00726
15:4:48,12/7/2024,FRI,99.90,24.50,25.61,228.56,239.20,0.026,0.00782
15:4:48,12/7/2024,FRI,99.90,24.50,25.61,228.52,239.14,0.026,0.00769
15:4:48,12/7/2024,FRI,99.90,24.50,25.61,228.63,239.25,0.026,0.00807
15:4:49,12/7/2024,FRI,99.90,24.50,25.61,228.75,239.31,0.026,0.00855
15:4:49,12/7/2024,FRI,99.90,24.50,25.61,228.86,239.46,0.026,0.00889
15:4:49,12/7/2024,FRI,99.90,24.50,25.61,228.82,239.41,0.026,0.00878
15:4:49,12/7/2024,FRI,99.90,24.40,25.50,228.74,239.33,0.026,0.00849
15:4:50,12/7/2024,FRI,99.90,24.40,25.50,228.60,239.25,0.026,0.00795
15:4:50,12/7/2024,FRI,99.90,24.40,25.50,228.66,239.42,0.026,0.00804
15:4:50,12/7/2024,FRI,99.90,24.40,25.50,228.80,239.55,0.026,0.00856
15:4:50,12/7/2024,FRI,99.90,24.40,25.50,228.81,239.59,0.026,0.00853
15:4:51,12/7/2024,FRI,99.90,24.40,25.50,228.83,239.59,0.026,0.00862
15:4:51,12/7/2024,FRI,99.90,24.40,25.50,228.81,239.36,0.026,0.00879
15:4:51,12/7/2024,FRI,99.90,24.40,25.50,228.77,239.24,0.026,0.00872
15:4:51,12/7/2024,FRI,99.90,24.40,25.50,228.75,239.20,0.026,0.00867
15:4:52,12/7/2024,FRI,99.90,24.40,25.50,228.70,239.06,0.026,0.00857
15:4:52,12/7/2024,FRI,99.90,24.40,25.50,228.72,239.03,0.026,0.00870
15:4:52,12/7/2024,FRI,99.90,24.40,25.50,228.91,239.10,0.026,0.00952
15:4:52,12/7/2024,FRI,99.90,24.40,25.50,228.86,238.97,0.026,0.00941
15:4:53,12/7/2024,FRI,99.90,24.40,25.50,228.77,238.80,0.026,0.00920
15:4:53,12/7/2024,FRI,99.90,24.40,25.50,228.76,238.85,0.026,0.00907
15:4:53,12/7/2024,FRI,99.90,24.40,25.50,228.63,238.69,0.026,0.00868
15:4:53,12/7/2024,FRI,99.90,24.40,25.50,228.63,238.87,0.026,0.00849
15:4:54,12/7/2024,FRI,99.90,24.40,25.50,228.68,238.98,0.026,0.00857
15:4:54,12/7/2024,FRI,99.90,24.40,25.50,228.56,238.87,0.026,0.00816
15:4:54,12/7/2024,FRI,99.90,24.40,25.50,228.66,239.04,0.026,0.00845
15:4:54,12/7/2024,FRI,99.90,24.40,25.50,228.70,239.08,0.026,0.00858
15:4:55,12/7/2024,FRI,99.90,24.40,25.50,228.71,239.12,0.026,0.00856
15:4:55,12/7/2024,FRI,99.90,24.40,25.50,228.77,239.24,0.026,0.00871
15:4:55,12/7/2024,FRI,99.90,24.40,25.50,228.78,239.24,0.026,0.00878
15:4:55,12/7/2024,FRI,99.90,24.50,25.61,228.79,239.20,0.026,0.00887
15:4:56,12/7/2024,FRI,99.90,24.50,25.61,228.85,239.35,0.026,0.00895
15:4:56,12/7/2024,FRI,99.90,24.50,25.61,228.82,239.26,0.026,0.00895
15:4:56,12/7/2024,FRI,99.90,24.50,25.61,228.76,239.13,0.026,0.00878
15:4:56,12/7/2024,FRI,99.90,24.50,25.61,228.72,239.09,0.026,0.00864
15:4:57,12/7/2024,FRI,99.90,24.50,25.61,228.60,239.09,0.026,0.00813
15:4:57,12/7/2024,FRI,99.90,24.50,25.61,228.65,239.04,0.026,0.00840
15:4:57,12/7/2024,FRI,99.90,24.50,25.61,228.61,238.93,0.026,0.00833
15:4:57,12/7/2024,FRI,99.90,24.50,25.61,228.65,238.99,0.026,0.00846
15:4:58,12/7/2024,FRI,99.90,24.50,25.61,228.51,239.00,0.026,0.00780
15:4:58,12/7/2024,FRI,99.90,24.50,25.61,228.54,238.97,0.026,0.00796
15:4:58,12/7/2024,FRI,99.90,24.50,25.61,228.54,238.90,0.026,0.00806
15:4:58,12/7/2024,FRI,99.90,24.50,25.61,228.61,239.04,0.026,0.00823
15:4:59,12/7/2024,FRI,99.90,24.50,25.61,228.64,239.17,0.026,0.00822
15:4:59,12/7/2024,FRI,99.90,24.50,25.61,228.66,239.20,0.026,0.00829
15:4:59,12/7/2024,FRI,99.90,24.50,25.61,228.68,239.18,0.026,0.00838
15:4:59,12/7/2024,FRI,99.90,24.50,25.61,228.50,239.13,0.026,0.00761
15:5:0,12/7/2024,FRI,99.90,24.50,25.61,228.51,239.22,0.026,0.00758
15:5:0,12/7/2024,FRI,99.90,24.50,25.61,228.36,239.09,0.026,0.00702
15:5:0,12/7/2024,FRI,99.90,24.50,25.61,228.54,239.12,0.026,0.00782
15:5:0,12/7/2024,FRI,99.90,24.50,25.61,228.52,239.11,0.026,0.00772
15:5:1,12/7/2024,FRI,99.90,24.50,25.61,228.41,239.16,0.026,0.00718
15:5:1,12/7/2024,FRI,99.90,24.50,25.61,228.42,239.16,0.026,0.00723
15:5:1,12/7/2024,FRI,99.90,24.50,25.61,228.34,239.06,0.026,0.00696
15:5:1,12/7/2024,FRI,99.90,24.40,25.50,228.30,239.05,0.026,0.00682
15:5:2,12/7/2024,FRI,99.90,24.40,25.50,228.27,239.00,0.026,0.00671
15:5:2,12/7/2024,FRI,99.90,24.40,25.50,228.32,239.06,0.026,0.00690
15:5:2,12/7/2024,FRI,99.90,24.40,25.50,228.34,239.07,0.026,0.00694
15:5:2,12/7/2024,FRI,99.90,24.40,25.50,228.35,239.05,0.026,0.00702
15:5:3,12/7/2024,FRI,99.90,24.40,25.50,228.22,238.97,0.026,0.00654
15:5:3,12/7/2024,FRI,99.90,24.40,25.50,228.30,239.02,0.026,0.00682
15:5:3,12/7/2024,FRI,99.90,24.40,25.50,228.42,239.02,0.026,0.00739
15:5:3,12/7/2024,FRI,99.90,24.50,25.61,228.39,239.00,0.026,0.00727
15:5:4,12/7/2024,FRI,99.90,24.50,25.61,228.57,239.09,0.026,0.00799
15:5:4,12/7/2024,FRI,99.90,24.50,25.61,228.68,239.15,0.026,0.00841
15:5:4,12/7/2024,FRI,99.90,24.50,25.61,228.69,239.12,0.026,0.00850
15:5:4,12/7/2024,FRI,99.90,24.50,25.61,228.71,239.15,0.026,0.00854
15:5:5,12/7/2024,FRI,99.90,24.50,25.61,228.60,239.13,0.026,0.00808
15:5:5,12/7/2024,FRI,99.90,24.50,25.61,228.72,239.24,0.026,0.00849
15:5:5,12/7/2024,FRI,99.90,24.50,25.61,228.80,239.44,0.026,0.00863
15:5:5,12/7/2024,FRI,99.90,24.50,25.61,228.79,239.45,0.026,0.00859
15:5:6,12/7/2024,FRI,99.90,24.50,25.61,228.77,239.44,0.026,0.00850
15:5:6,12/7/2024,FRI,99.90,24.50,25.61,228.75,239.45,0.026,0.00840
15:5:6,12/7/2024,FRI,99.90,24.50,25.61,228.73,239.41,0.026,0.00839
15:5:6,12/7/2024,FRI,99.90,24.50,25.61,228.63,239.49,0.026,0.00785
15:5:7,12/7/2024,FRI,99.90,24.50,25.61,228.78,239.63,0.026,0.00836
15:5:7,12/7/2024,FRI,99.90,24.50,25.61,228.84,239.57,0.026,0.00871
15:5:7,12/7/2024,FRI,99.90,24.50,25.61,228.89,239.65,0.026,0.00881
15:5:7,12/7/2024,FRI,99.90,24.50,25.61,228.84,239.43,0.026,0.00883
15:5:8,12/7/2024,FRI,99.90,24.50,25.61,228.86,239.28,0.026,0.00908
15:5:8,12/7/2024,FRI,99.90,24.50,25.61,228.79,239.27,0.026,0.00878
15:5:8,12/7/2024,FRI,99.90,24.50,25.61,228.85,239.39,0.026,0.00891
15:5:8,12/7/2024,FRI,99.90,24.50,25.61,228.79,239.25,0.026,0.00881
15:5:9,12/7/2024,FRI,99.90,24.50,25.61,228.71,239.27,0.026,0.00841
15:5:9,12/7/2024,FRI,99.90,24.50,25.61,228.78,239.18,0.026,0.00883
15:5:9,12/7/2024,FRI,99.90,24.50,25.61,228.65,238.96,0.026,0.00846
15:5:9,12/7/2024,FRI,99.90,24.50,25.61,228.70,239.00,0.026,0.00864
15:5:10,12/7/2024,FRI,99.90,24.50,25.61,228.78,238.88,0.026,0.00912
15:5:10,12/7/2024,FRI,99.90,24.50,25.61,228.76,239.10,0.026,0.00882
15:5:10,12/7/2024,FRI,99.90,24.50,25.61,228.79,239.00,0.026,0.00906
15:5:11,12/7/2024,FRI,99.90,24.50,25.61,228.84,238.86,0.026,0.00943
15:5:11,12/7/2024,FRI,99.90,24.50,25.61,228.97,238.97,0.026,0.00988
15:5:11,12/7/2024,FRI,99.90,24.50,25.61,229.07,238.99,0.026,0.01035
15:5:11,12/7/2024,FRI,99.90,24.50,25.61,229.08,239.04,0.026,0.01030
15:5:12,12/7/2024,FRI,99.90,24.50,25.61,229.11,239.19,0.026,0.01030
15:5:12,12/7/2024,FRI,99.90,24.50,25.61,228.95,239.15,0.026,0.00963
15:5:12,12/7/2024,FRI,99.90,24.50,25.61,228.91,239.22,0.026,0.00937
15:5:12,12/7/2024,FRI,99.90,24.50,25.61,229.03,239.34,0.026,0.00979
15:5:13,12/7/2024,FRI,99.90,24.50,25.61,229.08,239.41,0.026,0.00995
15:5:13,12/7/2024,FRI,99.90,24.50,25.61,229.07,239.55,0.026,0.00975
15:5:13,12/7/2024,FRI,99.90,24.50,25.61,228.97,239.61,0.026,0.00923
15:5:13,12/7/2024,FRI,99.90,24.50,25.61,228.86,239.63,0.026,0.00872
15:5:14,12/7/2024,FRI,99.90,24.50,25.61,228.86,239.58,0.026,0.00877
15:5:14,12/7/2024,FRI,99.90,24.50,25.61,228.96,239.55,0.026,0.00926
15:5:14,12/7/2024,FRI,99.90,24.50,25.61,228.86,239.43,0.026,0.00892
15:5:14,12/7/2024,FRI,99.90,24.50,25.61,228.96,239.45,0.026,0.00936
15:5:15,12/7/2024,FRI,99.90,24.50,25.61,228.95,239.39,0.026,0.00938
15:5:15,12/7/2024,FRI,99.90,24.50,25.61,228.92,239.37,0.026,0.00928
15:5:15,12/7/2024,FRI,99.90,24.50,25.61,228.88,239.40,0.026,0.00902
15:5:15,12/7/2024,FRI,99.90,24.50,25.61,228.82,239.39,0.026,0.00880
15:5:16,12/7/2024,FRI,99.90,24.50,25.61,228.86,239.37,0.026,0.00898
15:5:16,12/7/2024,FRI,99.90,24.50,25.61,228.85,239.30,0.026,0.00903
15:5:16,12/7/2024,FRI,99.90,24.50,25.61,228.72,239.30,0.026,0.00845
15:5:16,12/7/2024,FRI,99.90,24.50,25.61,228.66,239.38,0.026,0.00809
15:5:17,12/7/2024,FRI,99.90,24.50,25.61,228.76,239.43,0.026,0.00848
15:5:17,12/7/2024,FRI,99.90,24.50,25.61,228.61,239.44,0.026,0.00782
15:5:17,12/7/2024,FRI,99.90,24.50,25.61,228.59,239.43,0.026,0.00773
15:5:17,12/7/2024,FRI,99.90,24.50,25.61,228.59,239.34,0.026,0.00783
15:5:18,12/7/2024,FRI,99.90,24.50,25.61,228.65,239.24,0.026,0.00819
15:5:18,12/7/2024,FRI,99.90,24.50,25.61,228.83,239.28,0.026,0.00894
15:5:18,12/7/2024,FRI,99.90,24.50,25.61,228.78,239.31,0.026,0.00871
15:5:18,12/7/2024,FRI,99.90,24.50,25.61,228.80,239.24,0.026,0.00886
15:5:19,12/7/2024,FRI,99.90,24.50,25.61,228.86,239.22,0.026,0.00915
15:5:19,12/7/2024,FRI,99.90,24.50,25.61,228.81,239.25,0.026,0.00888
15:5:19,12/7/2024,FRI,99.90,24.50,25.61,228.82,239.33,0.026,0.00885
15:5:19,12/7/2024,FRI,99.90,24.50,25.61,228.99,239.30,0.026,0.00962
15:5:20,12/7/2024,FRI,99.90,24.50,25.61,229.03,239.28,0.026,0.00986
15:5:20,12/7/2024,FRI,99.90,24.50,25.61,228.98,239.29,0.026,0.00962
15:5:20,12/7/2024,FRI,99.90,24.50,25.61,228.95,239.33,0.026,0.00944
15:5:20,12/7/2024,FRI,99.90,24.50,25.61,228.74,239.14,0.026,0.00869
15:5:21,12/7/2024,FRI,99.90,24.50,25.61,228.64,238.97,0.026,0.00841
15:5:21,12/7/2024,FRI,99.90,24.50,25.61,228.55,239.13,0.026,0.00783
15:5:21,12/7/2024,FRI,99.90,24.50,25.61,228.53,239.06,0.026,0.00784
15:5:22,12/7/2024,FRI,99.90,24.50,25.61,228.46,239.04,0.026,0.00755
15:5:22,12/7/2024,FRI,99.90,24.50,25.61,228.32,238.96,0.026,0.00699
15:5:22,12/7/2024,FRI,99.90,24.50,25.61,228.35,239.05,0.026,0.00703
15:5:23,12/7/2024,FRI,99.90,24.50,25.61,228.33,239.01,0.026,0.00698
15:5:23,12/7/2024,FRI,99.90,24.50,25.61,228.45,239.22,0.026,0.00730
15:5:23,12/7/2024,FRI,99.90,24.50,25.61,228.67,239.43,0.026,0.00809
15:5:23,12/7/2024,FRI,99.90,24.50,25.61,228.77,239.40,0.026,0.00854
15:5:24,12/7/2024,FRI,99.90,24.50,25.61,228.86,239.40,0.026,0.00895
15:5:24,12/7/2024,FRI,99.90,24.50,25.61,228.80,239.38,0.026,0.00871
15:5:24,12/7/2024,FRI,99.90,24.50,25.61,228.89,239.34,0.026,0.00915
15:5:24,12/7/2024,FRI,99.90,24.50,25.61,228.91,239.45,0.026,0.00913
15:5:25,12/7/2024,FRI,99.90,24.50,25.61,228.93,239.43,0.026,0.00922
15:5:25,12/7/2024,FRI,99.90,24.50,25.61,228.89,239.46,0.026,0.00902
15:5:25,12/7/2024,FRI,99.90,24.50,25.61,228.98,239.50,0.026,0.00938
15:5:25,12/7/2024,FRI,99.90,24.50,25.61,228.98,239.34,0.026,0.00957
15:5:26,12/7/2024,FRI,99.90,24.50,25.61,228.92,239.30,0.026,0.00935
15:5:26,12/7/2024,FRI,99.90,24.50,25.61,228.92,239.33,0.026,0.00930
15:5:26,12/7/2024,FRI,99.90,24.50,25.61,228.85,239.30,0.026,0.00901
15:5:26,12/7/2024,FRI,99.90,24.50,25.61,228.92,239.21,0.026,0.00942
15:5:27,12/7/2024,FRI,99.90,24.50,25.61,228.87,239.21,0.026,0.00919
15:5:27,12/7/2024,FRI,99.90,24.50,25.61,229.02,239.24,0.026,0.00984
15:5:27,12/7/2024,FRI,99.90,24.40,25.50,228.83,239.10,0.026,0.00916
15:5:27,12/7/2024,FRI,99.90,24.40,25.50,228.92,239.12,0.026,0.00951
15:5:28,12/7/2024,FRI,99.90,24.40,25.50,228.90,239.07,0.026,0.00947
15:5:28,12/7/2024,FRI,99.90,24.40,25.50,228.86,239.05,0.026,0.00933
15:5:28,12/7/2024,FRI,99.90,24.40,25.50,228.95,239.05,0.026,0.00975
15:5:28,12/7/2024,FRI,99.90,24.40,25.50,228.95,238.97,0.026,0.00982
15:5:29,12/7/2024,FRI,99.90,24.40,25.50,229.00,239.05,0.026,0.00993
15:5:29,12/7/2024,FRI,99.90,24.40,25.50,228.97,239.10,0.026,0.00976
15:5:29,12/7/2024,FRI,99.90,24.40,25.50,229.04,239.14,0.026,0.01002
15:5:29,12/7/2024,FRI,99.90,24.40,25.50,229.01,239.13,0.026,0.00993
15:5:30,12/7/2024,FRI,99.90,24.40,25.50,229.06,239.22,0.026,0.01005
15:5:30,12/7/2024,FRI,99.90,24.40,25.50,228.90,239.05,0.026,0.00950
15:5:30,12/7/2024,FRI,99.90,24.40,25.50,228.78,238.96,0.026,0.00907
15:5:30,12/7/2024,FRI,99.90,24.40,25.50,228.83,239.03,0.026,0.00922
15:5:31,12/7/2024,FRI,99.90,24.40,25.50,228.69,239.02,0.026,0.00861
15:5:31,12/7/2024,FRI,99.90,24.40,25.50,228.68,239.05,0.026,0.00850
15:5:31,12/7/2024,FRI,99.90,24.40,25.50,228.71,239.06,0.026,0.00863
15:5:31,12/7/2024,FRI,99.90,24.40,25.50,228.68,238.97,0.026,0.00861
15:5:32,12/7/2024,FRI,99.90,24.40,25.50,228.60,238.97,0.026,0.00823
